iter	Passed	Remaining
416	2748	3842
417	2754	3834
418	2760	3827
419	2767	3821
420	2773	3814
421	2779	3806
422	2785	3799
423	2790	3790
424	2796	3783
425	2801	3775
426	2807	3767
427	2812	3759
428	2818	3751
429	2825	3745
430	2831	3738
431	2838	3731
432	2844	3724
433	2849	3716
434	2855	3708
435	2861	3701
436	2867	3694
437	2873	3687
438	2879	3679
439	2885	3671
440	2890	3664
441	2896	3657
442	2902	3649
443	2909	3643
444	2915	3635
445	2920	3628
446	2926	3620
447	2932	3613
448	2938	3605
449	2944	3598
450	2950	3591
451	2956	3584
452	2964	3579
453	2971	3573
454	2976	3565
455	2982	3558
456	2988	3551
457	2994	3543
458	3000	3536
459	3006	3529
460	3011	3521
461	3018	3514
462	3024	3508
463	3031	3501
464	3037	3494
465	3043	3488
466	3050	3481
467	3056	3474
468	3062	3467
469	3068	3459
470	3073	3452
471	3079	3444
472	3084	3436
473	3090	3429
474	3096	3422
475	3102	3415
476	3107	3407
477	3113	3399
478	3119	3392
479	3124	3385
480	3130	3378
481	3137	3372
482	3144	3366
483	3151	3359
484	3157	3352
485	3163	3345
486	3168	3337
487	3174	3330
488	3181	3324
489	3187	3317
490	3194	3311
491	3203	3307
492	3209	3301
493	3215	3293
494	3221	3286
495	3226	3278
496	3232	3271
497	3239	3265
498	3245	3258
499	3251	3251
500	3257	3244
501	3263	3237
502	3272	3233
503	3280	3228
504	3288	3223
505	3297	3218
506	3306	3214
507	3314	3209
508	3320	3203
509	3328	3197
510	3336	3192
511	3342	3185
512	3348	3178
513	3353	3171
514	3360	3164
515	3366	3157
516	3372	3150
517	3378	3143
518	3384	3136
519	3391	3130
520	3396	3123
521	3403	3116
522	3409	3109
523	3415	3102
524	3420	3094
525	3426	3087
526	3431	3080
527	3437	3072
528	3443	3065
529	3448	3058
530	3455	3051
531	3461	3045
532	3468	3038
533	3473	3031
534	3480	3024
535	3485	3017
536	3492	3010
537	3498	3004
538	3505	2997
539	3511	2991
540	3517	2984
541	3525	2978
542	3531	2971
543	3537	2965
544	3543	2957
545	3549	2951
546	3555	2944
547	3560	2937
548	3566	2930
549	3573	2923
550	3578	2916
551	3585	2910
552	3591	2903
553	3597	2896
554	3604	2889
555	3611	2883
556	3616	2876
557	3622	2869
558	3627	2862
559	3633	2855
560	3639	2848
561	3645	2841
562	3651	2834
563	3657	2827
564	3664	2821
565	3670	2814
566	3676	2807
567	3682	2800
568	3687	2793
569	3694	2786
570	3699	2779
571	3705	2772
572	3712	2766
573	3717	2759
574	3725	2753
575	3732	2747
576	3740	2742
577	3747	2736
578	3754	2729
579	3761	2723
580	3768	2717
581	3773	2710
582	3781	2704
583	3787	2698
584	3794	2691
585	3800	2685
586	3806	2677
587	3812	2671
588	3819	2664
589	3825	2658
590	3832	2652
591	3837	2644
592	3844	2638
593	3850	2632
594	3857	2625
595	3865	2619
596	3870	2613
597	3878	2607
598	3884	2600
599	3890	2593
600	3897	2587
601	3903	2580
602	3909	2574
603	3915	2567
604	3921	2560
605	3927	2553
606	3934	2547
607	3939	2540
608	3945	2533
609	3951	2526
610	3957	2519
611	3963	2512
612	3969	2505
613	3976	2499
614	3983	2493
615	3989	2486
616	3994	2479
617	4000	2473
618	4006	2466
619	4012	2459
620	4018	2452
621	4025	2446
622	4031	2439
623	4037	2433
624	4043	2425
625	4048	2418
626	4054	2411
627	4060	2405
628	4066	2398
629	4071	2391
630	4078	2384
631	4084	2378
632	4090	2371
633	4095	2364
634	4102	2357
635	4107	2350
636	4113	2343
637	4118	2337
638	4124	2330
639	4130	2323
640	4137	2317
641	4142	2309
642	4148	2303
643	4153	2296
644	4159	2289
645	4165	2282
646	4171	2276
647	4177	2269
648	4183	2262
649	4190	2256
650	4195	2249
651	4201	2242
652	4207	2235
653	4213	2229
654	4219	2222
655	4224	2215
656	4231	2208
657	4237	2202
658	4244	2196
659	4250	2189
660	4256	2182
661	4262	2176
662	4268	2169
663	4274	2162
664	4280	2156
665	4286	2149
666	4292	2142
667	4298	2136
668	4304	2129
669	4310	2123
670	4316	2116
671	4322	2109
672	4329	2103
673	4335	2097
674	4341	2090
675	4347	2083
676	4354	2077
677	4361	2071
678	4367	2064
679	4372	2057
680	4378	2050
681	4384	2044
682	4391	2038
683	4396	2031
684	4402	2024
685	4408	2017
686	4414	2011
687	4419	2004
688	4425	1997
689	4431	1991
690	4437	1984
691	4442	1977
692	4448	1970
693	4453	1963
694	4459	1957
695	4466	1950
696	4472	1944
697	4479	1937
698	4484	1931
699	4490	1924
700	4495	1917
701	4501	1910
702	4506	1904
703	4512	1897
704	4517	1890
705	4525	1884
706	4530	1877
707	4536	1871
708	4541	1864
709	4548	1857
710	4554	1851
711	4560	1844
712	4565	1837
713	4571	1831
714	4577	1824
715	4583	1817
716	4588	1811
717	4594	1804
718	4599	1797
719	4605	1791
720	4611	1784
721	4617	1777
722	4622	1771
723	4628	1764
724	4635	1758
725	4640	1751
726	4646	1744
727	4653	1738
728	4660	1732
729	4667	1726
730	4673	1719
731	4679	1713
732	4685	1706
733	4691	1700
734	4697	1693
735	4703	1687
736	4709	1680
737	4715	1674
738	4722	1667
739	4729	1661
740	4735	1655
741	4741	1648
742	4746	1641
743	4752	1635
744	4758	1628
745	4765	1622
746	4771	1616
747	4777	1609
748	4782	1602
749	4788	1596
750	4793	1589
751	4800	1583
752	4806	1576
753	4812	1570
754	4818	1563
755	4824	1556
756	4829	1550
757	4835	1543
758	4841	1537
759	4846	1530
