iter	MultiClass
0	0.9879515636
1	0.8977861151
2	0.8227932413
3	0.7548074766
4	0.7000776534
5	0.6531773339
6	0.6116390955
7	0.5764228519
8	0.5413335833
9	0.5124161137
10	0.4857575112
11	0.4633107231
12	0.444280719
13	0.4268405693
14	0.4118494835
15	0.3977985737
16	0.3810300524
17	0.3654146155
18	0.3544744503
19	0.3431234274
20	0.334722855
21	0.3242302854
22	0.3153826061
23	0.307532772
24	0.3006261723
25	0.2933679883
26	0.2871584044
27	0.2825607491
28	0.2767592265
29	0.2725361589
30	0.2626478445
31	0.2578459446
32	0.2515985696
33	0.2470956517
34	0.2435331656
35	0.2405215385
36	0.2378391354
37	0.235249063
38	0.2328124401
39	0.2253624326
40	0.2229882795
41	0.2147297841
42	0.2106678095
43	0.2087889104
44	0.2061473211
45	0.2038073131
46	0.2013089089
47	0.1946305942
48	0.193232495
49	0.1894206283
50	0.1826350206
51	0.1803799221
52	0.178319772
53	0.1762505029
54	0.1747996982
55	0.169895948
56	0.16491684
57	0.1617389075
58	0.1609414531
59	0.1590730426
60	0.1575389315
61	0.1554343085
62	0.1538377786
63	0.1497111338
64	0.1483597342
65	0.1458661948
66	0.1448940587
67	0.1437779795
68	0.1417019131
69	0.1401472665
70	0.1370411158
71	0.1357392225
72	0.1341798212
73	0.1338496968
74	0.1334126365
75	0.1305558669
76	0.1298996584
77	0.129392011
78	0.1259660994
79	0.1250754585
80	0.1244922527
81	0.1231214432
82	0.122179761
83	0.1210546323
84	0.1204524623
85	0.1199125063
86	0.1182750602
87	0.117980052
88	0.115921081
89	0.1154413013
90	0.1130029662
91	0.1124457821
92	0.1097558965
93	0.1091273318
94	0.1082320839
95	0.1077515727
96	0.1071139145
97	0.1064005946
98	0.1060961076
99	0.1058103067
100	0.1053965184
101	0.1043898876
102	0.1038836138
103	0.1030611441
104	0.1024581058
105	0.1012485894
106	0.09887645258
107	0.09838570432
108	0.09800206231
109	0.09551889598
110	0.09508263022
111	0.09468252508
112	0.09412692409
113	0.09343743447
114	0.0930021146
115	0.09258051461
116	0.09180678934
117	0.09052504045
118	0.0899421772
119	0.08946845122
120	0.08874232453
121	0.08722441378
122	0.0868230746
123	0.08642888352
124	0.08616920764
125	0.08602733411
126	0.0855540429
127	0.08527352244
128	0.0849740687
129	0.08430779696
130	0.08398038213
131	0.08376096523
132	0.08355441298
133	0.08340348391
134	0.082727942
135	0.08153388123
136	0.08129563054
137	0.08112215873
138	0.08083266827
139	0.08065420638
140	0.0800379876
141	0.07942757123
142	0.07910671693
143	0.07798639788
144	0.07785424314
145	0.07766389065
146	0.07743720745
147	0.07627597071
148	0.07601402634
149	0.07575877094
150	0.07555278581
151	0.07496736444
152	0.07477412593
153	0.07434123485
154	0.07414678034
155	0.07399633009
156	0.07344074433
157	0.07332477909
158	0.07211066037
159	0.07175882585
160	0.0714626704
161	0.07124870336
162	0.07096572976
163	0.07072163941
164	0.07037643751
165	0.07016241768
166	0.07002318349
167	0.06994007107
168	0.06976481294
169	0.06959873918
170	0.06947075714
171	0.069377037
172	0.0692202931
173	0.0691022124
174	0.06863881881
175	0.06844697504
176	0.06836232309
177	0.06811583846
178	0.06793118641
179	0.06785059036
180	0.06775468113
181	0.06739052957
182	0.06733663094
183	0.06631064809
184	0.06622174721
185	0.06600954319
186	0.06591270674
187	0.06580591639
188	0.06550212734
189	0.06476292645
190	0.06461890398
191	0.0644652632
192	0.06435122626
193	0.06373041799
194	0.063609564
195	0.06355325686
196	0.06299053752
197	0.06288581412
198	0.06278735981
199	0.06257585751
200	0.06239333717
201	0.0623052985
202	0.06214734485
203	0.06199678037
204	0.06191844854
205	0.06169420346
206	0.06158191505
207	0.06136663425
208	0.0613213222
209	0.06126257519
210	0.06123629587
211	0.06112595022
212	0.06099321156
213	0.06092447176
214	0.06061150996
215	0.06041444723
216	0.06033745917
217	0.06027194451
218	0.06021330379
219	0.06015107742
220	0.05972337476
221	0.05966271547
222	0.05957761053
223	0.05946841965
224	0.05931541804
225	0.05921789901
226	0.05911689228
227	0.05871815044
228	0.05853765027
229	0.0582985943
230	0.0581882941
231	0.05809154286
232	0.05795783858
233	0.05789459157
234	0.0578180221
